일	1
이	2
삼	3
사	4
오	5
육	6
칠	7
팔	8
구	9
십	10
십일	11
십이	12
십삼	13
십사	14
십오	15
십육	16
십칠	17
십팔	18
십구	19
이십	20
이십일	21
이십이	22
이십삼	23
이십사	24
이십오	25
이십육	26
이십칠	27
이십팔	28
이십구	29
삼십	30
삼십일	31
삼십이	32
삼십삼	33
삼십사	34
삼십오	35
삼십육	36
삼십칠	37
삼십팔	38
삼십구	39
