cm²	kvadráhttasentimehter
cm2	kvadráhttasentimehter
cm	sentimehter
mm²	kvadráhttamillimehter
mm2	kvadráhttamillimehter
mm	millimehter
cm³	guđahassentimehter
cm3	guđahassentimehter
mm³	guđahasmillimehter
mm3	guđahasmillimehter
kg	kilográmma
˚C	celsiusgráda
°C	celsiusgráda
°F	Fahrenheit-gráda
A	ampera
cal.	kaloriija
cg	centigrámma
cl	centilihtar
dB	desibel
dg	desigrámma
dl	desilihtar
dm	desimehter
g.	grámma
g	grámma
hg	hektográmma
hl	hektolihtar
Hz	hertz
J	joule
K	Kelvin-gráda
kB	kilobyte
km	kilomehter
kV	kilovolta
kVA	kilovoltampere
kW	kilowatt
kWh	kilowattdiibmu
l	lihtar
m	mehter
m²	njealjehasmehter
MB	megabyte
mg	milligrámma
MHz	megahertz
ml	millilihtar
mV	millivolt
MW	megawatt
mW	milliwatt
N	newton
t.	tonna
t	tonna
V	volt
W	watt
yd	yard
