十	1
一十	1
二十	2
三十	3
四十	4
五十	5
六十	6
七十	7
八十	8
九十	9
拾	1
壹拾	1
貳拾	2
贰拾	2
叁拾	3
參拾	3
肆拾	4
伍拾	5
陸拾	6
陆拾	6
柒拾	7
捌拾	8
玖拾	9
