.	punto
-	trattino
_	trattino basso
!	punto esclamativo
#	cancelletto
$	dollaro
%	percento
&	e commerciale
'	apostrofo
*	asterisco
+	più
/	slash
=	uguale
?	punto interrogativo
^	esponente
`	accento
{	apri graffa
|	barra verticale
}	chiudi graffa
~	tilde
,	virgola
:	due punti
