にじゅう	2
にじゅうっ	2
さんじゅう	3
さんじゅうっ	3
よんじゅう	4
よんじゅうっ	4
しじゅう	4
しじゅうっ	4
ごじゅう	5
ごじゅうっ	5
ろくじゅう	6
ろくじゅうっ	6
ななじゅう	7
ななじゅうっ	7
しちじゅう	7
しちじゅうっ	7
はちじゅう	8
はちじゅうっ	8
きゅうじゅう	9
きゅうじゅうっ	9
二十	2
三十	3
四十	4
五十	5
六十	6
七十	7
八十	8
九十	9
