அரை	0	5
ஒன்றரை	1	5
இரண்டரை	2	5
மூன்றரை	3	5
நான்கரை	4	5
நாலரை	4	5
ஐந்தரை	5	5
ஆறரை	6	5
ஏழரை	7	5
எட்டரை	8	5
ஒன்பதரை	9	5
பத்தரை	10	5
கால்	0	25
முக்கால்	0	75
ஒண்ணரை	1	5
ரெண்டரை	2	5
மூணரை	3	5
அஞ்சரை	5	5
ஒன்னரை	1	5
