१ला	पहला
१ली	पहली
२रा	दूसरा
२री	दूसरी
३रा	तीसरा
३री	तीसरी
४था	चौथा
४थी	चौथी
६ठा	छठा
६ठी	छठी
1ला	पहला
1ली	पहली
2रा	दूसरा
2री	दूसरी
3रा	तीसरा
3री	तीसरी
4था	चौथा
4थी	चौथी
6ठा	छठा
6ठी	छठी
१st	फ़र्स्ट
२nd	सेकंड
३rd	थर्ड
४th	फ़ोर्थ
५th	फ़िफ्थ
६th	सिक्स्थ
७th	सेवंथ
८th	एटथ
९th	नाइंथ
१०th	टेंथ
११th	इलेवंथ
१२th	ट्वेल्फ्थ
१३th	थर्टींथ
१४th	फोर्टींथ  
१५th	फिफ्टींथ
1st	फ़र्स्ट
2nd	सेकंड
3rd	थर्ड
4th	फ़ोर्थ
5th	फ़िफ्थ
6th	सिक्स्थ
7th	सेवंथ
8th	एटथ
9th	नाइंथ
10th	टेंथ
11th	इलेवंथ
12th	ट्वेल्फ्थ
13th	थर्टींथ
14th	फोर्टींथ
15th	फिफ्टींथ
