dz. u.	dziennik ustaw	mi i	noun_mi_k.tsv
DZ. U.	dziennik ustaw	mi i	noun_mi_k.tsv
dz. urz.	dziennik urzędowy	mi adj	noun_mi_k.tsv
DZ. URZ.	dziennik urzędowy	mi adj	noun_mi_k.tsv
