κ.λπ.	και τα λοιπά
κ.τ.λ.	και τα λοιπά
κ.ά.	και άλλα
κ.ο.κ.	και ούτω καθεξής
π.χ.	παραδείγματος χάριν
δηλ.	δηλαδή
βλ.	βλέπε
π.Χ.	προ Χριστού
μ.Χ.	μετά Χριστόν
μ.μ.	μετά μεσημβρίας
π.μ.	προ μεσημβρίας
τηλ.	τηλέφωνο
αρ.	αριθμός
σελ.	σελίδα
κ.	κύριος
κα	κυρία
Δρ.	δόκτωρ
