e.m.	eftermiddag
e.m	eftermiddag
em.	eftermiddag
E.M.	eftermiddag
E.M	eftermiddag
EM.	eftermiddag
f.m.	förmiddag
f.m	förmiddag
fm.	förmiddag
F.M.	förmiddag
F.M	förmiddag
FM.	förmiddag
på eftermiddagen	EM
på förmiddagen	förmiddag
förmiddag
eftermiddag
