1/2	pół	all
½	pół	all
1,5	półtora	mi
1,5	półtorej	f
1.5	półtora	mi
1.5	półtorej	f
1 1/2	półtora	mi
1 1/2	półtorej	f
1 ½	półtora	mi
1 ½	półtorej	f
