10	mi_pl_nom	dziesięć
10	mp_pl_nom	dziesięciu
10	pl_gen	dziesięciu
10	pl_ins	dziesięcioma
10	pl_dat	dziesięciu
10	compound	dziesięcio
11	mi_pl_nom	jedenaście
11	mp_pl_nom	jedenastu
11	pl_gen	jedenastu
11	pl_ins	jedenastoma
11	pl_dat	jedenastu
11	compound	jedenasto
12	mi_pl_nom	dwanaście
12	mp_pl_nom	dwunastu
12	pl_gen	dwunastu
12	pl_ins	dwunastoma
12	pl_dat	dwunastu
12	compound	dwunasto
13	mi_pl_nom	trzynaście
13	mp_pl_nom	trzynastu
13	pl_gen	trzynastu
13	pl_ins	trzynastoma
13	pl_dat	trzynastu
13	compound	trzynasto
14	mi_pl_nom	czternaście
14	mp_pl_nom	czternastu
14	pl_gen	czternastu
14	pl_ins	czternastoma
14	pl_dat	czternastu
14	compound	czternasto
15	mi_pl_nom	piętnaście
15	mp_pl_nom	piętnastu
15	pl_gen	piętnastu
15	pl_ins	piętnastoma
15	pl_dat	piętnastu
15	compound	piętnasto
16	mi_pl_nom	szesnaście
16	mp_pl_nom	szesnastu
16	pl_gen	szesnastu
16	pl_ins	szesnastoma
16	pl_dat	szesnastu
16	compound	szesnasto
17	mi_pl_nom	siedemnaście
17	mp_pl_nom	siedemnastu
17	pl_gen	siedemnastu
17	pl_ins	siedemnastoma
17	pl_dat	siedemnastu
17	compound	siedemnasto
18	mi_pl_nom	osiemnaście
18	mp_pl_nom	osiemnastu
18	pl_gen	osiemnastu
18	pl_ins	osiemnastoma
18	pl_dat	osiemnastu
18	compound	osiemnasto
19	mi_pl_nom	dziewiętnaście
19	mp_pl_nom	dziewiętnastu
19	pl_gen	dziewiętnastu
19	pl_ins	dziewiętnastoma
19	pl_dat	dziewiętnastu
19	compound	dziewiętnasto
