ಒಂದನೇ	ಒಂದು
ಎರಡನೇ	ಎರಡು
ಮೂರನೇ	ಮೂರು
ನಾಲ್ಕನೇ	ನಾಲ್ಕು
ಐದನೇ	ಐದು
ಆರನೇ	ಆರು
ಒಂದನೇ	ಒಂದು
ಎರಡನೇ	ಎರಡು
ಮೂರನೇ	ಮೂರು
ನಾಲ್ಕನೇ	ನಾಲ್ಕು
ಐದನೇ	ಐದು
ಆರನೇ	ಆರು
