אחד	1
אחת	1
שתיים	2
שתים	2
שלוש	3
ארבע	4
חמש	5
שש	6
שבע	7
שמונה	8
תשע	9
עשר	10
אחת עשרה	11
שתיים עשרה	12
שתים עשרה	12
