I	I
V	V
X	X
L	L
C	C
D	D
M	M
CD	CD
DC	DC
MD	MD
CM	CM
MM	MM
MC	MC
CC	CC
CV	CV
XL	XL
XXL	XXL
XXX	XXX
MIX	MIX
DIV	DIV
LIV	LIV
CIV	CIV
