miljon
miljard
biljon
biljard
triljon
triljard
kvadriljon
kvadriljard
kvintiljon
kvintiljard
sextiljon
sextiljard
septiljon
septiljard
oktiljon
oktiljard
noniljon
noniljard
deciljon
deciljard
undeciljon
undeciljard
duodeciljon
duodeciljard
tredeciljon
tredeciljard
quattuordeciljon
quattuordeciljard
quindeciljon
quindeciljard
sexdeciljon
sexdeciljard
septendeciljon
septendeciljard
octodeciljon
octodeciljard
novemdeciljon
novemdeciljard
vigintiljon
vigintiljard
unvigintiljon
unvigintiljard
centiljon
centiljard
million	miljon
milliard	miljard
billion	biljon
billiard	biljard
trillion	triljon
trilliard	triljard
kvadrillion	kvadriljon
kvadrilliard	kvadriljard
kvintillion	kvintiljon
kvintilliard	kvintiljard
sextillion	sextiljon
sextilliard	sextiljard
septillion	septiljon
septilliard	septiljard
oktillion	oktiljon
oktilliard	oktiljard
nonillion	noniljon
nonilliard	noniljard
decillion	deciljon
decilliard	deciljard
undecillion	undeciljon
undecilliard	undeciljard
duodecillion	duodeciljon
duodecilliard	duodeciljard
tredecillion	tredeciljon
tredecilliard	tredeciljard
quattuordecillion	quattuordeciljon
quattuordecilliard	quattuordeciljard
quindecillion	quindeciljon
quindecilliard	quindeciljard
sexdecillion	sexdeciljon
sexdecilliard	sexdeciljard
septendecillion	septendeciljon
septendecilliard	septendeciljard
octodecillion	octodeciljon
octodecilliard	octodeciljard
novemdecillion	novemdeciljon
novemdecilliard	novemdeciljard
vigintillion	vigintiljon
vigintilliard	vigintiljard
unvigintillion	unvigintiljon
unvigintilliard	unvigintiljard
centillion	centiljon
centilliard	centiljard
