# Additional currencies are listed below.
# To use them, simply copy them to the main currency_minor_singular.tsv file.

IQD	fils
AFN	pul
ALL	qindarke
AMD	luma
AON	lwei
AZN	qəpik
BAM	feninga
BDT	poisha
BGN	stotinka
BOV	centavo con mantenimiento de valor respecto al Dólar estadounidense
BTN	chertum
BWP	thebe
BYN	kap
KČ	haléř
KR	øre
EGP	piastra
ETB	santim
GEL	tetri
GHS	pesewa
GMD	butut
HRK	lipa
HUF	krajczár
IDR	sen
ILS	agorot
RS	paisa
IRR	dinar
ISK	aurar
JOD	qirsh
UZS	tiyin
LAK	att
LSL	sente
RON	ban
MKD	deni
MMK	pya
₮	mongo
MOP$	avo
MRU	jum
MVR	laari
MWK	támbala
₦	kobo
OMR	baisa
PGK	toea
ZŁ	groszy
QAR	dirham
RSD	para
RUB	kopek
SAR	halalá
SEK	öre
฿	satang
TJS	diram
TMT	teňňe
TND	millime
TOP	seniti
TRL	kuruş
₫	xu
WST	sene
RSD	ngwee
BGL	stotinki
CSK	heller
DEM	pfennig
SIT	stotin
