sg_nom	t
sg_gen	ta
sg_dat	towi
sg_acc	t
sg_ins	tem
sg_loc	cie
sg_voc	cie
pl_nom	ty
pl_gen	tów
pl_dat	tom
pl_acc	ty
pl_ins	tami
pl_loc	tach
pl_voc	ty
