cm	centiméter
ó	óra
g	gramm
kg	kilogramm
μg	mikrogramm
mg	milligramm
ng	nanogramm
pg	pikogramm
fg	femtogramm
ag	attogramm
km²	négyzetkilométer
km2	négyzetkilométer
L	liter
l	liter
dl	deciliter
dL	deciliter
cl	centiliter
cL	centiliter
ml	milliliter
mL	milliliter
μl	mikroliter
μL	mikroliter
nl	nanoliter
nL	nanoliter
fl	femtoliter
fL	femtoliter
m	méter
dm	deciméter
cm	centiméter
mm	milliméter
dkm	dekaméter
hm	hektométer
km	kilométer
mrm	miriaméter
µm	mikrométer
nm	nanométer
pm	pikométer
fm	femtométer
am	attométer
zm	zeptométer
ym	yoktométer
m²	négyzetméter
m2	négyzetméter
m³	köbméter
m3	köbméter
mph	mérföld per óra
mi/h	mérföld per óra
ml	milliliter
mm	milliméter
ms	milliszekundum
%	százalék
mp	másodperc
