sek	ruoŧa ruvdno
nok	norgga ruvdno
kr	ruvdno
bfr	Belgia franc
Dkr	Dánmárku ruvdno
DKK	Dánmárku ruvdno
FIM	Suoma márki
fr	Fránkriikka franc
mk	márki
Nkr	norgga ruvdno
NOK	norgga ruvdno
pta	pesetas
rbl	rubel
SEK	ruoŧa ruvdno
sfr	Šveicca franc
£	punda
eur	euro
€	euro
₽	ruppal
$	dollár
czk	čeahka ruvdno
kč	čeahka ruvdno
