கோடி	கோடி	native
இலட்சம்	இலட்சம்	native
லட்சம்	லட்சம்	native
ஆயிரம்	ஆயிரம்	native
மில்லியன்	மில்லியன்	native
பில்லியன்	பில்லியன்	native
டிரில்லியன்	டிரில்லியன்	native
thousand	ஆயிரம்	english
lakh	இலட்சம்	english
lakhs	இலட்சம்	english
crore	கோடி	english
crores	கோடி	english
million	மில்லியன்	english
billion	பில்லியன்	english
trillion	டிரில்லியன்	english
L	இலட்சம்	short
cr	கோடி	short
Cr	கோடி	short
CR	கோடி	short
K	ஆயிரம்	short
k	ஆயிரம்	short
M	மில்லியன்	short
B	பில்லியன்	short
