είκοσι	2
εικοσι	2
τριάντα	3
τριαντα	3
σαράντα	4
σαραντα	4
πενήντα	5
πενηντα	5
εξήντα	6
εξηντα	6
εβδομήντα	7
εβδομηντα	7
ογδόντα	8
ογδοντα	8
ενενήντα	9
ενενηντα	9
