real brasileño	reales brasileños
peso argentino	pesos argentinos
florín arubeño	florines arubeños
boliviano	bolivianos
dólar canadiense	dólares canadienses
franco suizo	francos suizos
peso chileno	pesos chilenos
yuan chino	yuan chinos
peso colombiano	pesos colombianos
colón costarricense	colones costarricenses
peso cubano	pesos cubanos
peso dominicano	pesos dominicanos
euro	euros
quetzal	quetzales
dólar guyanés	dólares guyaneses
dólar de hong kong	dólares de hong kong
lempira	lempiras
yen	yenes
won	wones
balboa	balboas
sol	soles
guaraní	guaraníes
dólar de trinidad y tobago	dólares de trinidad y tobago
dólar estadounidense	dólares estadounidenses
peso uruguayo	pesos uruguayos
bolívar soberano	bolívares soberanos
peso argentino	pesos argentinos
peso boliviano	pesos bolivianos
escudo chileno	escudos chilenos
sucre ecuatoriano	sucres ecuatorianos
peso mexicano	pesos mexicanos
sol de oro	soles de oro
colón salvadoreño	colones salvadoreños
bolívar venezolano	bolívares venezolanos
bolívar fuerte	bolívares fuertes
centavo	centavos
céntimo	céntimos
øre	øre
penique	peniques
paisa	paise
chon	chon
øre	øre
centésimo	centésimos
dólar	dólares
won	wones
franco	francos
marco	marcos
yen	yenes
real	reales
colón	colones
quetzal	quetzales
