.	čuokkis
:	duppalčuokkis
-	goallossáhcu
!	čuorvvasmearka
;	beallečuokkis
'	apostrofa
/	finjusáhcu
?	gažaldatmearka
,	rihkku
_	vuollesárggis
!	čuorvvasmearka
#	fáddágilkor
$	dollár
%	proseanta
&	ja
*	asterisk
+	plussa
=	ovttamađodatmearka
^	sirkumfleaksa
{	gurut bárroruohtu
}	olgeš bárroruohtu
~	tilde
