११	एक एक
११९१	एक एक नौ एक
१२१	एक दो एक
१२२	एक दो दो
१२३२	एक दो तीन दो
१२३४	एक दो तीन चार
१२४	एक दो चार
१२६२	एक दो छ: दो
१२६२	एक दो छः दो
१२६२	एक दो छह दो
१२६२	एक दो छे दो
१२६४	एक दो छ: चार
१२६४	एक दो छः चार
१२६४	एक दो छह चार
१२६४	एक दो छे चार
१२७४	एक दो सात चार
१२९	एक दो नौ
१३२	एक तीन दो
१३३२	एक तीन तीन दो
१३३६	एक तीन तीन छ:
१३३६	एक तीन तीन छः
१३३६	एक तीन तीन छह
१३३६	एक तीन तीन छे
१३४२	एक तीन चार दो
१३५	एक तीन पाँच
१३५	एक तीन पांच
१३६४	एक तीन छ: चार
१३६४	एक तीन छः चार
१३६४	एक तीन छह चार
१३६४	एक तीन छे चार
१३७४	एक तीन सात चार
१४१	एक चार एक
१४४	एक चार चार
१४५	एक चार पाँच
१४५	एक चार पांच
१४६२	एक चार छ: दो
१४६२	एक चार छः दो
१४६२	एक चार छह दो
१४६२	एक चार छे दो
१५१	एक पाँच एक
१५१	एक पांच एक
१५४	एक पाँच चार
१५४	एक पांच चार
१५६२	एक पाँच छ: दो
१५६२	एक पाँच छः दो
१५६२	एक पाँच छह दो
१५६२	एक पाँच छे दो
१५६२	एक पांच छ: दो
१५६२	एक पांच छः दो
१५६२	एक पांच छह दो
१५६२	एक पांच छे दो
१५७२	एक पाँच सात दो
१५७२	एक पांच सात दो
१५८२	एक पाँच आठ दो
१५८२	एक पांच आठ दो
१५९२	एक पाँच नौ दो
१५९२	एक पांच नौ दो
१६१	एक छ: एक
१६१	एक छः एक
१६१	एक छह एक
१६१	एक छे एक
१६२४	एक छ: दो चार
१६२४	एक छः दो चार
१६२४	एक छह दो चार
१६२४	एक छे दो चार
१६२७	एक छ: दो सात
१६२७	एक छः दो सात
१६२७	एक छह दो सात
१६२७	एक छे दो सात
१६२८	एक छ: दो आठ
१६२८	एक छः दो आठ
१६२८	एक छह दो आठ
१६२८	एक छे दो आठ
१६३२	एक छ: तीन दो
१६३२	एक छः तीन दो
१६३२	एक छह तीन दो
१६३२	एक छे तीन दो
१६३४	एक छ: तीन चार
१६३४	एक छः तीन चार
१६३४	एक छह तीन चार
१६३४	एक छे तीन चार
१६३५	एक छ: तीन पाँच
१६३५	एक छ: तीन पांच
१६३५	एक छः तीन पाँच
१६३५	एक छः तीन पांच
१६३५	एक छह तीन पाँच
१६३५	एक छह तीन पांच
१६३५	एक छे तीन पाँच
१६३५	एक छे तीन पांच
१६३६	एक छ: तीन छ:
१६३६	एक छ: तीन छः
१६३६	एक छ: तीन छह
१६३६	एक छ: तीन छे
