πρώτος	1
πρώτη	1
πρώτο	1
πρώτα	1
πρωτος	1
πρωτη	1
πρωτο	1
πρωτα	1
δεύτερος	2
δεύτερη	2
δεύτερο	2
δεύτερα	2
δευτερος	2
δευτερη	2
δευτερο	2
δευτερα	2
τρίτος	3
τρίτη	3
τρίτο	3
τρίτα	3
τριτος	3
τριτη	3
τριτο	3
τριτα	3
τέταρτος	4
τέταρτη	4
τέταρτο	4
τέταρτα	4
τεταρτος	4
τεταρτη	4
τεταρτο	4
τεταρτα	4
πέμπτος	5
πέμπτη	5
πέμπτο	5
πέμπτα	5
πεμπτος	5
πεμπτη	5
πεμπτο	5
πεμπτα	5
έκτος	6
έκτη	6
έκτο	6
έκτα	6
εκτος	6
εκτη	6
εκτο	6
εκτα	6
έβδομος	7
έβδομη	7
έβδομο	7
έβδομα	7
εβδομος	7
εβδομη	7
εβδομο	7
εβδομα	7
όγδοος	8
όγδοη	8
όγδοο	8
όγδοα	8
ογδοος	8
ογδοη	8
ογδοο	8
ογδοα	8
ένατος	9
ένατη	9
ένατο	9
ένατα	9
ενατος	9
ενατη	9
ενατο	9
ενατα	9
