εικοστός	2
εικοστή	2
εικοστό	2
εικοστά	2
εικοστου	2
εικοστης	2
τριακοστός	3
τριακοστή	3
τριακοστό	3
τριακοστά	3
τριακοστου	3
τριακοστης	3
τεσσαρακοστός	4
τεσσαρακοστή	4
τεσσαρακοστό	4
τεσσαρακοστά	4
τεσσαρακοστου	4
τεσσαρακοστης	4
πεντηκοστός	5
πεντηκοστή	5
πεντηκοστό	5
πεντηκοστά	5
πεντηκοστου	5
πεντηκοστης	5
εξηκοστός	6
εξηκοστή	6
εξηκοστό	6
εξηκοστά	6
εξηκοστου	6
εξηκοστης	6
εβδομηκοστός	7
εβδομηκοστή	7
εβδομηκοστό	7
εβδομηκοστά	7
εβδομηκοστου	7
εβδομηκοστης	7
ογδοηκοστός	8
ογδοηκοστή	8
ογδοηκοστό	8
ογδοηκοστά	8
ογδοηκοστου	8
ογδοηκοστης	8
ενενηκοστός	9
ενενηκοστή	9
ενενηκοστό	9
ενενηκοστά	9
ενενηκοστου	9
ενενηκοστης	9
