tel.	telefon
tfn.	telefon
tel	telefon
tfn	telefon
texttelefon
texttel	texttelefon
texttel.	texttelefon
texttfn	texttelefon
texttfn.	texttelefon
txttelefon	texttelefon
txttel	texttelefon
txttel.	texttelefon
txttfn	texttelefon
txttfn.	texttelefon
telefon
telefax
textfax
fax
fax.	fax
orderfax
ordertfn	ordertelefon
ordertfn.	ordertelefon
ordertel	ordertelefon
ordertel.	ordertelefon
