十	10
十一	11
十二	12
十三	13
十四	14
十五	15
十六	16
十七	17
十八	18
十九	19
じゅう	10
じゅっ	10
じゅういち	11
じゅうに	12
じゅうさん	13
じゅうよん	14
じゅうし	14
じゅうご	15
じゅうろく	16
じゅうろっ	16
じゅうなな	17
じゅうしち	17
じゅうはち	18
じゅうはっ	18
じゅうきゅう	19
じゅうく	19
